,Ticker,Representative,Transaction,Amount,House,State,Party,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,previous_thirty_days,OpenPricePreviousThirtyDays,next_thirty_days,OpenPriceNextThirtyDays,previous_7_day_percent_change,next_7_day_percent_change,previous_30_day_percent_change,Next_12_days_present_percent_change,OpenPrice_spy,previous_seven_days_spy,OpenPricePrevSevenDays_spy,next_seven_days_spy,OpenPriceNextSevenDays_spy,previous_thirty_days_spy,OpenPricePrevThirtyDays_spy,next_thirty_days_spy,OpenPriceNextThirtyDays_spy,prev_7_days_spy_percent_change,next_7_days_spy_percent_change,prev_30_days_spy_percent_change,next_30_days_spy_percent_change
518,GOOGL,James R. Langevin,Purchase,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/11/22,2772,2/4/22,2868.89,2/18/22,2669.34,1/12/22,2823,2/23/22,2632.97,-0.033772644,-0.037034632,-0.018065887,-0.050155123,449.41,2/4/22,446.35,2/17/22,443.22,1/13/22,472.19,2/24/22,411.02,0.006855607,-0.013773614,-0.048243292,-0.08542311
519,GNRC,James R. Langevin,Purchase,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/11/22,289.85,2/4/22,276.97,2/18/22,304.15,1/12/22,325.82,2/23/22,285.29,0.046503231,0.049335863,-0.110398379,-0.015732275,449.41,2/4/22,446.35,2/17/22,443.22,1/13/22,472.19,2/24/22,411.02,0.006855607,-0.013773614,-0.048243292,-0.08542311
520,ISRG,Kathy Manning,Purchase,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/23/22,284.95,2/16/22,289,3/2/22,294.15,1/24/22,264.62,3/7/22,300.5,-0.014013841,0.032286366,0.076827148,0.054570977,432.66,2/15/22,443.73,3/1/22,435.04,1/25/22,433.06,3/7/22,431.55,-0.024947603,0.005500855,-0.00092366,-0.002565525
521,BABA,James R. Langevin,Sale,50001,Representatives,North Carolina,Democratic,"$50,001-$100,000",2/11/22,125.33,2/4/22,121.27,2/18/22,120.88,1/12/22,136.02,2/23/22,115.1,0.033479014,-0.035506263,-0.078591384,-0.081624511,449.41,2/4/22,446.35,2/17/22,443.22,1/13/22,472.19,2/24/22,411.02,0.006855607,-0.013773614,-0.048243292,-0.08542311
522,ADSK,Alan S. Lowenthal,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/24/22,204.13,2/17/22,231.3,3/3/22,219.45,1/25/22,240.02,3/8/22,197.7,-0.117466494,0.075050213,-0.149529206,-0.031499535,411.02,2/16/22,443.93,3/2/22,432.37,1/26/22,440.72,3/8/22,419.62,-0.074133309,0.051943944,-0.067389726,0.020923556
523,ADSK,Alan S. Lowenthal,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",3/3/22,219.45,2/24/22,204.13,3/10/22,199.88,2/1/22,250.89,3/15/22,190.36,0.075050213,-0.089177489,-0.125313883,-0.132558669,440.47,2/24/22,411.02,3/9/22,425.14,2/2/22,455.5,3/15/22,419.77,0.071651015,-0.034803732,-0.032996707,-0.046995255
524,FB,Kathy Manning,Sale,50001,Representatives,North Carolina,Democratic,"$50,001-$100,000",2/18/22,209.39,2/11/22,228.46,2/25/22,204.94,1/19/22,319.58,3/2/22,204.78,-0.083471943,-0.021252209,-0.344796295,-0.022016333,437.33,2/11/22,449.41,2/25/22,429.61,1/21/22,445.56,3/3/22,440.47,-0.026879687,-0.017652574,-0.018471137,0.007179933
525,NVDA,Kathy Manning,Purchase,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/18/22,246.68,2/11/22,259.16,2/25/22,237.21,1/19/22,260.79,3/2/22,237.56,-0.04815558,-0.038389817,-0.054104835,-0.036970975,437.33,2/11/22,449.41,2/25/22,429.61,1/21/22,445.56,3/3/22,440.47,-0.026879687,-0.017652574,-0.018471137,0.007179933
526,NOW,Kathy Manning,Purchase,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/18/22,565.96,2/11/22,603.45,2/25/22,568.96,1/19/22,525.42,3/2/22,578.32,-0.062126108,0.005300728,0.077157322,0.021838999,437.33,2/11/22,449.41,2/25/22,429.61,1/21/22,445.56,3/3/22,440.47,-0.026879687,-0.017652574,-0.018471137,0.007179933
527,BABA,James R. Langevin,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/11/22,125.33,2/4/22,121.27,2/18/22,120.88,1/12/22,136.02,2/23/22,115.1,0.033479014,-0.035506263,-0.078591384,-0.081624511,449.41,2/4/22,446.35,2/17/22,443.22,1/13/22,472.19,2/24/22,411.02,0.006855607,-0.013773614,-0.048243292,-0.08542311
528,ADBE,Kathy Manning,Purchase,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/18/22,458.69,2/11/22,497.92,2/25/22,465.39,1/19/22,516.48,3/2/22,471.94,-0.078787757,0.014606815,-0.111892038,0.028886612,437.33,2/11/22,449.41,2/25/22,429.61,1/21/22,445.56,3/3/22,440.47,-0.026879687,-0.017652574,-0.018471137,0.007179933
529,FNV,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,148.78,2/21/22,134.8,3/7/22,159.06,1/29/22,131.35,3/12/22,148.52,0.103709199,0.069095309,0.132698896,-0.001747547,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
530,GS,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,340.25,2/21/22,368.55,3/7/22,326.82,1/29/22,358.34,3/12/22,331.6,-0.07678741,-0.039470977,-0.050482782,-0.025422483,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
531,LVMHF,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,731.85,2/21/22,797.85,3/7/22,642,1/29/22,789.93,3/12/22,706.75,-0.082722316,-0.12277106,-0.073525502,-0.034296645,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
532,VZ,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,53.8,2/21/22,52.95,3/7/22,54.75,1/29/22,53.47,3/12/22,53.67,0.01605288,0.017657993,0.006171685,-0.002416357,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
533,NKE,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,137.06,2/21/22,144.76,3/7/22,131,1/29/22,147.76,3/12/22,132.98,-0.053191489,-0.044214213,-0.072414727,-0.029767985,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
534,NSRGY,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,130.04,2/21/22,129.1,3/7/22,122.33,1/29/22,131.03,3/12/22,129.39,0.007281177,-0.059289449,-0.007555522,-0.004998462,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
535,GH,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,65.68,2/21/22,73.79,3/7/22,58.18,1/29/22,72.73,3/12/22,66.04,-0.109906491,-0.114190012,-0.096933865,0.005481121,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
536,PI,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,67.84,2/21/22,68.52,3/7/22,60.89,1/29/22,86.09,3/12/22,67.17,-0.00992411,-0.102446934,-0.211987455,-0.009876179,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
537,ASML,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,647.65,2/21/22,657.54,3/7/22,617.39,1/29/22,736.94,3/12/22,642.59,-0.01504091,-0.046722767,-0.121163188,-0.007812862,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
538,NVS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,86.99,2/21/22,86.17,3/7/22,83.83,1/29/22,88.89,3/12/22,86.78,0.009516073,-0.036326014,-0.021374733,-0.002414071,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
539,ILMN,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,325.38,2/21/22,342.97,3/7/22,323,1/29/22,384.36,3/12/22,333.14,-0.051287285,-0.007314525,-0.153449891,0.023849038,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
540,AMZN,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,3048.5,2/21/22,3162.69,3/7/22,2908.87,1/29/22,3175.24,3/12/22,3016.98,-0.036105341,-0.045802854,-0.039915093,-0.010339511,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
541,PEP,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,164.04,2/21/22,168.06,3/7/22,164.07,1/29/22,173.96,3/12/22,162.98,-0.023920029,0.000182882,-0.057024603,-0.006461839,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
542,GOOG,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,2665.69,2/21/22,2775,3/7/22,2638.08,1/29/22,2738.77,3/12/22,2692.17,-0.039390991,-0.010357543,-0.026683511,0.009933638,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
543,ACN,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,318.69,2/21/22,343.94,3/7/22,313.18,1/29/22,351,3/12/22,315.42,-0.073413968,-0.017289529,-0.092051282,-0.010260755,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
544,UNH,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,465.85,2/21/22,484.68,3/7/22,500,1/29/22,468,3/12/22,478.19,-0.038850376,0.073306858,-0.004594017,0.026489213,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
545,COST,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,514.3,2/21/22,518.4,3/7/22,523.45,1/29/22,489.89,3/12/22,524,-0.007908951,0.017791172,0.049827512,0.018860587,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
546,CDNS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,151.2,2/21/22,149,3/7/22,154.94,1/29/22,154.4,3/12/22,152.02,0.014765101,0.02473545,-0.020725389,0.00542328,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
547,TJX,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,65.4,2/21/22,70.45,3/7/22,62.44,1/29/22,69.35,3/12/22,64.44,-0.071682044,-0.045259939,-0.056957462,-0.014678899,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
548,AAPL,Donald Sternoff Beyer Jr.,Sale,50001,Representatives,North Carolina,Democratic,"$50,001-$100,000",2/28/22,163.06,2/21/22,172.33,3/7/22,163.36,1/29/22,170,3/12/22,164.39,-0.053792143,0.001839814,-0.040823529,0.008156507,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
549,REGN,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,North Carolina,Democratic,"$1,001-$15,000",2/28/22,611.54,2/21/22,620.57,3/7/22,618.43,1/29/22,617.01,3/12/22,604.88,-0.014551138,0.011266638,-0.008865334,-0.010890539,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
550,NVDA,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,North Carolina,Democratic,"$15,001-$50,000",2/28/22,239.92,2/21/22,259.16,3/7/22,228.17,1/29/22,260.79,3/12/22,237.56,-0.074239852,-0.048974658,-0.080026075,-0.009836612,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
551,SNV,Greg Steube,Purchase,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/23/22,52.23,2/16/22,52.85,3/2/22,50.11,1/24/22,48.27,3/7/22,47.89,-0.011731315,-0.040589699,0.082038533,-0.083094007,432.66,2/15/22,443.73,3/1/22,435.04,1/25/22,433.06,3/7/22,431.55,-0.024947603,0.005500855,-0.00092366,-0.002565525
552,MSCI,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,504.87,2/21/22,543.5,3/7/22,497.2,1/29/22,490.2,3/12/22,497.2,-0.071076357,-0.01519203,0.029926561,-0.01519203,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
553,CGNX,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,66.24,2/21/22,64.51,3/7/22,67.37,1/29/22,65.06,3/12/22,67.37,0.026817548,0.017059179,0.018137104,0.017059179,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
554,SQ,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/10/22,109.25,2/3/22,107,2/17/22,110.24,1/11/22,142.19,2/22/22,95.77,0.021028037,0.009061785,-0.231661861,-0.123386728,451.34,2/3/22,450.95,2/16/22,443.93,1/12/22,471.59,2/23/22,432.66,0.000864841,-0.016417778,-0.042939842,-0.041387867
555,IAU,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,36.42,2/21/22,34.27,3/7/22,37.55,1/29/22,34.3,3/12/22,36.17,0.062737088,0.031026908,0.06180758,-0.00686436,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
556,TGT,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,197.36,2/21/22,214.25,3/7/22,224.1,1/29/22,228.09,3/12/22,202.63,-0.078833139,0.135488448,-0.13472752,0.026702473,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
557,DIS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,147.83,2/21/22,140,3/7/22,140.28,1/29/22,156.62,3/12/22,150.19,0.055928571,-0.051072178,-0.0561231,0.015964283,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
558,CYRX,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,34.46,2/21/22,38.98,3/7/22,32.98,1/29/22,48.15,3/12/22,34.39,-0.115956901,-0.042948346,-0.284319834,-0.002031341,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
559,ENLC,Mark Dr Green,Purchase,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/14/22,9,2/7/22,8.33,2/21/22,10.07,1/15/22,7.5,2/26/22,8.62,0.080432173,0.118888889,0.2,-0.042222222,439.92,2/7/22,449.51,2/18/22,437.33,1/14/22,461.19,2/25/22,429.61,-0.021334342,-0.005887434,-0.04611982,-0.023436079
560,ENLC,Mark Dr Green,Purchase,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/18/22,8.49,2/11/22,8.47,2/25/22,8.02,1/19/22,8.03,3/2/22,9.2,0.002361275,-0.055359246,0.057285181,0.083627797,437.33,2/11/22,449.41,2/25/22,429.61,1/21/22,445.56,3/3/22,440.47,-0.026879687,-0.017652574,-0.018471137,0.007179933
561,ENLC,Mark Dr Green,Purchase,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/18/22,8.49,2/11/22,8.47,2/25/22,8.02,1/19/22,8.03,3/2/22,9.2,0.002361275,-0.055359246,0.057285181,0.083627797,437.33,2/11/22,449.41,2/25/22,429.61,1/21/22,445.56,3/3/22,440.47,-0.026879687,-0.017652574,-0.018471137,0.007179933
562,TRNO,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,69.69,2/21/22,71.14,3/7/22,70.39,1/29/22,76.03,3/12/22,68.51,-0.020382345,0.010044483,-0.083388136,-0.016932128,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
563,KAI,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,189.28,2/21/22,208.61,3/7/22,197.04,1/29/22,207.44,3/12/22,189.82,-0.092660946,0.040997464,-0.087543386,0.002852916,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
564,JPM,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,143.55,2/21/22,155.61,3/7/22,132.17,1/29/22,151.57,3/12/22,137.29,-0.077501446,-0.079275514,-0.052912846,-0.043608499,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
565,ROP,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,446.19,2/21/22,442.84,3/7/22,454.27,1/29/22,447.95,3/12/22,449.26,0.007564809,0.018108877,-0.00392901,0.006880477,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
566,V,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,216,2/21/22,227.25,3/7/22,199.84,1/29/22,213,3/12/22,206.9,-0.04950495,-0.074814815,0.014084507,-0.04212963,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
567,NDAQ,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,170.62,2/21/22,177.19,3/7/22,171.32,1/29/22,184.21,3/12/22,171.37,-0.037078842,0.004102684,-0.073774496,0.004395733,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
568,MSFT,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,294.31,2/21/22,303.19,3/7/22,288.53,1/29/22,306.29,3/12/22,295.36,-0.029288565,-0.019639156,-0.039113259,0.003567667,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
569,NTLA,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,97.14,2/21/22,95.95,3/7/22,66.34,1/29/22,87.58,3/12/22,80.43,0.012402293,-0.317068149,0.109157342,-0.172019765,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
570,EL,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,295.52,2/21/22,313.31,3/7/22,285.08,1/29/22,314.89,3/12/22,289.47,-0.056780824,-0.035327558,-0.061513544,-0.020472388,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
571,CVS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,101.29,2/21/22,105.49,3/7/22,104.49,1/29/22,104.95,3/12/22,103.01,-0.0398142,0.031592457,-0.034873749,0.016980946,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
572,ECL,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/28/22,176.98,2/21/22,187.46,3/7/22,166.92,1/29/22,214.94,3/12/22,170.9,-0.05590526,-0.056842581,-0.176607425,-0.034354164,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
573,ISRG,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,Florida,Republican,"$15,001-$50,000",2/28/22,290.21,2/21/22,291.53,3/7/22,300.5,1/29/22,296.07,3/12/22,294.15,-0.004527836,0.035457083,-0.019792617,0.013576376,432.03,2/18/22,437.33,3/4/22,431.75,1/28/22,432.68,3/10/22,422.52,-0.012118995,-0.000648103,-0.001502265,-0.02201236
574,YUM,David E. Price,Purchase,1001,Representatives,Florida,Republican,"$1,001-$15,000",2/16/22,122.65,2/9/22,127.91,2/23/22,124.7,1/17/22,126.82,2/28/22,121.81,-0.041122664,0.016714227,-0.032881249,-0.006848757,443.93,2/9/22,455.22,2/23/22,432.66,1/19/22,458.13,3/1/22,435.04,-0.024801195,-0.025386885,-0.030995569,-0.02002568
575,KMB,Lois Frankel,Sale,1001,Representatives,Florida,Democratic,"$1,001-$15,000",2/10/22,131.15,2/3/22,135.86,2/17/22,130.91,1/11/22,143.34,2/22/22,133.37,-0.034668041,-0.001829966,-0.085042556,0.016927183,451.34,2/3/22,450.95,2/16/22,443.93,1/12/22,471.59,2/23/22,432.66,0.000864841,-0.016417778,-0.042939842,-0.041387867
576,NUVA,Lois Frankel,Sale,1001,Representatives,Florida,Democratic,"$1,001-$15,000",2/14/22,50.44,2/7/22,49.95,2/21/22,51.98,1/15/22,52.95,2/26/22,50.79,0.00980981,0.030531324,-0.047403211,0.006938937,439.92,2/7/22,449.51,2/18/22,437.33,1/14/22,461.19,2/25/22,429.61,-0.021334342,-0.005887434,-0.04611982,-0.023436079
577,HXL,Lois Frankel,Sale,1001,Representatives,Florida,Democratic,"$1,001-$15,000",2/10/22,53.8,2/3/22,52.84,2/17/22,56.56,1/11/22,55.85,2/22/22,54.64,0.018168055,0.051301115,-0.036705461,0.015613383,451.34,2/3/22,450.95,2/16/22,443.93,1/12/22,471.59,2/23/22,432.66,0.000864841,-0.016417778,-0.042939842,-0.041387867
578,TSLA,Michael Garcia,Purchase,15001,Representatives,Florida,Democratic,"$15,001-$50,000",2/23/22,830.43,2/16/22,914.05,3/2/22,872.13,1/24/22,904.76,3/7/22,856.3,-0.09148296,0.050214949,-0.082154383,0.031152535,432.66,2/15/22,443.73,3/1/22,435.04,1/25/22,433.06,3/7/22,431.55,-0.024947603,0.005500855,-0.00092366,-0.002565525
579,AAPL,Pete Sessions,Purchase,1001,Representatives,Texas,Republican,"$1,001-$15,000",2/23/22,165.54,2/16/22,171.85,3/2/22,164.39,1/24/22,160.02,3/7/22,163.36,-0.036718068,-0.006946961,0.034495688,-0.013169023,432.66,2/15/22,443.73,3/1/22,435.04,1/25/22,433.06,3/7/22,431.55,-0.024947603,0.005500855,-0.00092366,-0.002565525
580,MSFT,Pete Sessions,Purchase,1001,Representatives,Texas,Republican,"$1,001-$15,000",2/23/22,290.18,2/16/22,298.37,3/2/22,295.36,1/24/22,292.2,3/7/22,288.53,-0.02744914,0.017850989,-0.006913073,-0.005686126,432.66,2/15/22,443.73,3/1/22,435.04,1/25/22,433.06,3/7/22,431.55,-0.024947603,0.005500855,-0.00092366,-0.002565525
581,ROAD,Mark Warner,Sale,100001,Senate,Virginia,Democratic,"$100,001 - $250,000",1/31/22,26.05,1/24/22,22.31,2/7/22,27.11,1/1/22,22.31,2/12/22,26.22,0.167637831,0.040690979,0.167637831,0.006525912,441.24,1/24/22,432.03,2/4/22,446.35,12/31/21,475.64,2/10/22,451.34,0.021317964,0.011580999,-0.072323606,0.022890037
582,MMM,Susan M. Collins,Sale,15001,Senate,Virginia,Democratic,"$15,001 - $50,000",1/6/22,180.88,12/30/21,178.87,1/13/22,179.88,12/7/21,177.11,1/18/22,178.18,0.011237211,-0.005528527,0.021286206,-0.014927023,467.89,12/30/21,477.93,1/12/22,471.59,12/8/21,468.7,1/19/22,458.13,-0.02100726,0.007907842,-0.001728184,-0.020859604
583,HSY,Susan M. Collins,Purchase,15001,Senate,Virginia,Democratic,"$15,001 - $50,000",1/21/22,201.03,1/14/22,196.7,1/28/22,193.52,12/22/21,187.98,2/2/22,196.31,0.022013218,-0.037357608,0.069422279,-0.023479083,445.56,1/13/22,472.19,1/27/22,438.26,12/22/21,462.79,2/2/22,455.5,-0.056396789,-0.016383876,-0.037230709,0.022309004
584,WEX,Susan M. Collins,Sale,15001,Senate,Virginia,Democratic,"$15,001 - $50,000",1/6/22,151.71,12/30/21,140.96,1/13/22,157.09,12/7/21,132.09,1/18/22,155.62,0.07626277,0.035462395,0.14853509,0.025772856,467.89,12/30/21,477.93,1/12/22,471.59,12/8/21,468.7,1/19/22,458.13,-0.02100726,0.007907842,-0.001728184,-0.020859604
