,Ticker,Representative,Transaction,Amount,House,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,next_day,OpenPriceNextDay,next_2_day,OpenPriceNextDay2,next_3_day,OpenPriceNextDay3,next_4_day,OpenPriceNextDay4,next_5_day,OpenPriceNextDay5,next_6_day,OpenPriceNextDay6,next_7_day,OpenPriceNextDay7,next_seven_days_spy,OpenPriceNextSevenDays_spy,Stock_purchase_to_day1_perent_change,Stock_day1_to_day2_perent_change,Stock_day2_to_day3_perent_change,Stock_day3_to_day4_perent_change,Stock_day4_to_day5_perent_change,Stock_day5_to_day6_perent_change,Stock_day6_to_day7_perent_change,SPY_change_purchase_to_7_day
69,MET,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,66.19,3/9/22,64.69,3/23/22,69.92,3/17/22,66.74,3/18/22,67.98,3/19/22,73,3/20/22,70.33,3/21/22,69.03,3/22/22,69.63,3/23/22,69.92,3/22/22,445.86,0.008309412,0.018579562,0.073845249,-0.036575342,-0.018484288,0.008691873,0.004164871,0.049477773
70,KEY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,24.29,3/9/22,23.26,3/23/22,24.09,3/17/22,23.84,3/18/22,24.09,3/19/22,21.2,3/20/22,20.46,3/21/22,24.02,3/22/22,24.28,3/23/22,24.09,3/22/22,445.86,-0.018526142,0.010486577,-0.119966791,-0.03490566,0.173998045,0.010824313,-0.007825371,0.049477773
71,CCI,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,173.75,3/9/22,175.94,3/23/22,173.67,3/17/22,173.4,3/18/22,179.85,3/19/22,199.11,3/20/22,192.47,3/21/22,174.57,3/22/22,175.09,3/23/22,173.67,3/22/22,445.86,-0.002014388,0.037197232,0.107089241,-0.0333484,-0.093001507,0.002978748,-0.008110115,0.049477773
72,FITB,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,46.41,3/9/22,43.46,3/23/22,46.9,3/17/22,46.72,3/18/22,46.71,3/19/22,41.2,3/20/22,38.97,3/21/22,46.98,3/22/22,47,3/23/22,46.9,3/22/22,445.86,0.006679595,-0.000214041,-0.117961893,-0.054126214,0.205542725,0.000425713,-0.00212766,0.049477773
73,TFC,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,58.85,3/9/22,58.9,3/23/22,59.2,3/17/22,58.78,3/18/22,58.83,3/19/22,53.08,3/20/22,51.98,3/21/22,59.1,3/22/22,59.55,3/23/22,59.2,3/22/22,445.86,-0.001189465,0.000850629,-0.097739249,-0.020723436,0.13697576,0.007614213,-0.005877414,0.049477773
74,ABBV,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,156.5,3/9/22,148.26,3/23/22,160.01,3/17/22,157.17,3/18/22,158,3/19/22,157,3/20/22,161.96,3/21/22,159.95,3/22/22,160.05,3/23/22,160.01,3/22/22,445.86,0.00428115,0.005280906,-0.006329114,0.031592357,-0.012410472,0.000625195,-0.000249922,0.049477773
75,CVX,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,158.79,3/9/22,162.77,3/23/22,166,3/17/22,159.95,3/18/22,160.89,3/19/22,171.74,3/20/22,173,3/21/22,163.02,3/22/22,163.69,3/23/22,166,3/22/22,445.86,0.007305246,0.005876837,0.06743738,0.007336672,-0.057687861,0.004109925,0.014112041,0.049477773
76,TGOPY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,8.8,3/9/22,8.02,3/23/22,9.38,3/17/22,8.88,3/18/22,8.94,3/19/22,9.1,3/20/22,8.78,3/21/22,9.4,3/22/22,9.35,3/23/22,9.38,3/22/22,445.86,0.009090909,0.006756757,0.017897092,-0.035164835,0.070615034,-0.005319149,0.003208556,0.049477773
77,TTE,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,50.19,3/9/22,50.52,3/23/22,50.48,3/17/22,50.69,3/18/22,49.46,3/19/22,51.59,3/20/22,50.85,3/21/22,50.11,3/22/22,50.79,3/23/22,50.48,3/22/22,445.86,0.009962144,-0.024265141,0.043065103,-0.014343865,-0.014552606,0.013570146,-0.006103564,0.049477773
78,SFTBY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,19.79,3/9/22,20.41,3/23/22,21.93,3/17/22,19.99,3/18/22,20.69,3/19/22,21.8,3/20/22,22.15,3/21/22,21.45,3/22/22,21.35,3/23/22,21.93,3/22/22,445.86,0.010106114,0.035017509,0.053649106,0.016055046,-0.031602709,-0.004662005,0.027166276,0.049477773
79,RIO,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,70.59,3/9/22,75.67,3/23/22,76.95,3/17/22,73.32,3/18/22,74.79,3/19/22,76.57,3/20/22,82.45,3/21/22,77.1,3/22/22,78.74,3/23/22,76.95,3/22/22,445.86,0.038674033,0.0200491,0.023799973,0.076792477,-0.064887811,0.021271077,-0.022733045,0.049477773
80,PRU,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,111.26,3/9/22,107.87,3/23/22,118.39,3/17/22,112.5,3/18/22,115.09,3/19/22,122,3/20/22,116.49,3/21/22,116.47,3/22/22,117.62,3/23/22,118.39,3/22/22,445.86,0.011145066,0.023022222,0.060039969,-0.045163934,-0.000171689,0.009873787,0.006546506,0.049477773
81,PWCDF,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,30.51,3/9/22,30.19,3/23/22,30.78,3/17/22,30.73,3/18/22,30.72,3/19/22,31.49,3/20/22,31.42,3/21/22,30.47,3/22/22,30.95,3/23/22,30.78,3/22/22,445.86,0.007210751,-0.000325415,0.025065104,-0.002222928,-0.030235519,0.0157532,-0.00549273,0.049477773
82,TM,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,169.88,3/9/22,164.21,3/23/22,176.98,3/17/22,170.05,3/18/22,170.97,3/19/22,177.09,3/20/22,169.48,3/21/22,171.9,3/22/22,171.8,3/23/22,176.98,3/22/22,445.86,0.001000706,0.005410173,0.035795754,-0.0429725,0.014278971,-0.000581734,0.030151339,0.049477773
83,DOW,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/23/22,63.4,3/16/22,59.16,3/30/22,64.48,3/24/22,63.76,3/25/22,64.09,3/26/22,69,3/27/22,65.49,3/28/22,64.3,3/29/22,63.95,3/30/22,64.48,3/29/22,460.02,0.005678233,0.005175659,0.076611016,-0.050869565,-0.018170713,-0.005443235,0.008287725,0.014320557
84,PNC,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,188.4,3/9/22,188.6,3/23/22,194.89,3/17/22,189.25,3/18/22,194.92,3/19/22,180.95,3/20/22,173.95,3/21/22,194.93,3/22/22,196.27,3/23/22,194.89,3/22/22,445.86,0.004511677,0.02996037,-0.071670429,-0.03868472,0.120609371,0.006874263,-0.007031131,0.049477773
85,FNF,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,49,3/9/22,46.94,3/23/22,49.74,3/17/22,48.9,3/18/22,48.76,3/19/22,43.51,3/20/22,41.95,3/21/22,50.06,3/22/22,50,3/23/22,49.74,3/22/22,445.86,-0.002040816,-0.002862986,-0.107670221,-0.035853827,0.193325387,-0.001198562,-0.0052,0.049477773
86,MURGY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,26.59,3/9/22,26.12,3/23/22,26.12,3/17/22,26.1,3/18/22,25.75,3/19/22,26.45,3/20/22,26,3/21/22,26.19,3/22/22,26.68,3/23/22,26.12,3/22/22,445.86,-0.01842798,-0.013409962,0.027184466,-0.017013233,0.007307692,0.018709431,-0.020989505,0.049477773
87,UOVEY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,47.94,3/9/22,43.47,3/23/22,47.2,3/17/22,49,3/18/22,47.46,3/19/22,46.13,3/20/22,45.79,3/21/22,48.34,3/22/22,47.56,3/23/22,47.2,3/22/22,445.86,0.022110972,-0.031428571,-0.028023599,-0.007370475,0.055689015,-0.016135705,-0.007569386,0.049477773
88,KMI,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,17.2,3/9/22,18.51,3/23/22,18.07,3/17/22,17.43,3/18/22,17.5,3/19/22,20,3/20/22,19.44,3/21/22,17.62,3/22/22,17.99,3/23/22,18.07,3/22/22,445.86,0.013372093,0.004016064,0.142857143,-0.028,-0.093621399,0.020998865,0.004446915,0.049477773
89,ENLAY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,6.4,3/9/22,6.56,3/23/22,6.23,3/17/22,6.27,3/18/22,6.3,3/19/22,6.62,3/20/22,6.81,3/21/22,6.42,3/22/22,6.34,3/23/22,6.23,3/22/22,445.86,-0.0203125,0.004784689,0.050793651,0.028700906,-0.057268722,-0.012461059,-0.017350158,0.049477773
90,MDLZ,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,61.46,3/9/22,61.6,3/23/22,61.67,3/17/22,61.96,3/18/22,61.55,3/19/22,65.85,3/20/22,63.62,3/21/22,61.54,3/22/22,61.68,3/23/22,61.67,3/22/22,445.86,0.008135373,-0.006617172,0.069861901,-0.033864844,-0.032694121,0.002274943,-0.000162127,0.049477773
91,MGDDY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,26.66,3/9/22,25.09,3/23/22,26.69,3/17/22,26.75,3/18/22,26.24,3/19/22,26.48,3/20/22,26.39,3/21/22,26.85,3/22/22,27.16,3/23/22,26.69,3/22/22,445.86,0.003375844,-0.019065421,0.009146341,-0.003398792,0.017430845,0.011545624,-0.01730486,0.049477773
92,INTC,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,45.3,3/9/22,48.41,3/23/22,48.46,3/17/22,46.32,3/18/22,46.82,3/19/22,48.62,3/20/22,45.53,3/21/22,47.46,3/22/22,47.5,3/23/22,48.46,3/22/22,445.86,0.022516556,0.010794473,0.038445109,-0.063554093,0.042389633,0.000842815,0.020210526,0.049477773
93,PEAK,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,32.85,3/9/22,32.56,3/23/22,33.39,3/17/22,33.01,3/18/22,33.01,3/19/22,35.51,3/20/22,34.95,3/21/22,33.23,3/22/22,33.36,3/23/22,33.39,3/22/22,445.86,0.004870624,0,0.075734626,-0.015770206,-0.049213162,0.003912128,0.000899281,0.049477773
94,DPSGY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,50.09,3/9/22,48.18,3/23/22,49.36,3/17/22,50.74,3/18/22,50.49,3/19/22,46.62,3/20/22,43.72,3/21/22,50.53,3/22/22,50.84,3/23/22,49.36,3/22/22,445.86,0.012976642,-0.004927079,-0.076648841,-0.062205062,0.155763952,0.006134969,-0.029110936,0.049477773
95,CODYY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,12.56,3/9/22,11.91,3/23/22,12.47,3/17/22,12.69,3/18/22,12.55,3/19/22,12.08,3/20/22,10.91,3/21/22,12.7,3/22/22,12.67,3/23/22,12.47,3/22/22,445.86,0.010350318,-0.011032309,-0.037450199,-0.096854305,0.164069661,-0.002362205,-0.01578532,0.049477773
96,VZ,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,52.87,3/9/22,53.72,3/23/22,51.05,3/17/22,52.48,3/18/22,52.12,3/19/22,54.61,3/20/22,53.76,3/21/22,51.37,3/22/22,51.19,3/23/22,51.05,3/22/22,445.86,-0.007376584,-0.006859756,0.047774367,-0.015564915,-0.044456845,-0.003503991,-0.002734909,0.049477773
97,BMY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,69.93,3/9/22,68.38,3/23/22,70.99,3/17/22,69.69,3/18/22,70.39,3/19/22,77.28,3/20/22,77.15,3/21/22,71.48,3/22/22,71.21,3/23/22,70.99,3/22/22,445.86,-0.003432003,0.010044483,0.097883222,-0.001682195,-0.073493195,-0.00377728,-0.003089454,0.049477773
98,MCD,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,234.87,3/9/22,226.79,3/23/22,237.13,3/17/22,236.44,3/18/22,237.23,3/19/22,257.65,3/20/22,249.63,3/21/22,239.58,3/22/22,237.04,3/23/22,237.13,3/22/22,445.86,0.006684549,0.003341228,0.086076803,-0.031127499,-0.040259584,-0.010601887,0.000379683,0.049477773
99,GD,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,234.44,3/9/22,234.98,3/23/22,238.7,3/17/22,230.44,3/18/22,230.63,3/19/22,248,3/20/22,243.42,3/21/22,231,3/22/22,236.15,3/23/22,238.7,3/22/22,445.86,-0.017061935,0.00082451,0.07531544,-0.018467742,-0.051022923,0.022294372,0.010798221,0.049477773
100,PEP,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,158.41,3/9/22,159.81,3/23/22,164.25,3/17/22,159.83,3/18/22,161.38,3/19/22,175.76,3/20/22,171.22,3/21/22,162.27,3/22/22,162.84,3/23/22,164.25,3/22/22,445.86,0.008964081,0.009697804,0.089106457,-0.025830678,-0.052271931,0.003512664,0.008658806,0.049477773
101,MS,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/3/22,89.68,2/24/22,89.85,3/10/22,85.77,3/4/22,86.2,3/5/22,93.48,3/6/22,91.53,3/7/22,85.03,3/8/22,83.63,3/9/22,86.24,3/10/22,85.77,3/9/22,425.14,-0.038804639,0.084454756,-0.020860077,-0.071014968,-0.016464777,0.031208896,-0.005449907,-0.044452517
102,GOOG,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,2628,3/2/22,2692.17,3/16/22,2620,3/10/22,2629.25,3/11/22,2679.99,3/12/22,2587,3/13/22,2638.08,3/14/22,2611.46,3/15/22,2554.83,3/16/22,2620,3/15/22,419.77,0.000475647,0.019298279,-0.034697891,0.019744878,-0.010090672,-0.021685188,0.025508547,0.030248859
103,GBCI,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/9/22,52.86,3/2/22,53.7,3/16/22,52.96,3/10/22,51.66,3/11/22,53.29,3/12/22,48.66,3/13/22,53.19,3/14/22,54.65,3/15/22,52.86,3/16/22,52.96,3/15/22,419.77,-0.022701476,0.031552458,-0.086883093,0.093094945,0.027448769,-0.032753888,0.00189179,0.030248859
104,FIS,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,88.2,3/2/22,93.75,3/16/22,93.67,3/10/22,89.44,3/11/22,91.46,3/12/22,104.91,3/13/22,90.25,3/14/22,90.16,3/15/22,89.47,3/16/22,93.67,3/15/22,419.77,0.014058957,0.022584973,0.147058824,-0.139738824,-0.00099723,-0.007653061,0.046943109,0.030248859
105,AAPL,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,161.48,3/2/22,164.39,3/16/22,157.05,3/10/22,160.2,3/11/22,158.93,3/12/22,168.91,3/13/22,163.36,3/14/22,151.45,3/15/22,150.9,3/16/22,157.05,3/15/22,419.77,-0.007926678,-0.007927591,0.062794941,-0.032857735,-0.072906464,-0.003631562,0.040755467,0.030248859
106,VBTX,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,36.89,3/2/22,39.48,3/16/22,40.8,3/10/22,37.89,3/11/22,40.23,3/12/22,36.67,3/13/22,38,3/14/22,40.75,3/15/22,40.67,3/16/22,40.8,3/15/22,419.77,0.027107617,0.06175772,-0.088491176,0.03626943,0.072368421,-0.00196319,0.003196459,0.030248859
107,AMGN,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/3/22,230.88,2/24/22,218.93,3/10/22,229.66,3/4/22,230.7,3/5/22,228.11,3/6/22,256.41,3/7/22,231.29,3/8/22,233.86,3/9/22,234.23,3/10/22,229.66,3/9/22,425.14,-0.000779626,-0.011226701,0.124062952,-0.097968098,0.011111592,0.001582143,-0.019510737,-0.044452517
108,MSFT,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,283.44,3/2/22,295.36,3/16/22,289.11,3/10/22,283.02,3/11/22,287.96,3/12/22,288.58,3/13/22,288.53,3/14/22,280.34,3/15/22,280.35,3/16/22,289.11,3/15/22,419.77,-0.001481795,0.017454597,0.002153077,-0.000173262,-0.028385263,3.57E-05,0.031246656,0.030248859
109,TT,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/4/22,153.21,2/25/22,151.49,3/11/22,151.02,3/5/22,148.64,3/6/22,151.02,3/7/22,151.28,3/8/22,144.55,3/9/22,146.44,3/10/22,148.64,3/11/22,151.02,3/10/22,422.52,-0.02982834,0.016011841,0.001721626,-0.044487044,0.013075061,0.015023218,0.016011841,-0.027747539
110,OLLI,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/4/22,43.36,2/25/22,41.65,3/11/22,42.52,3/5/22,43.28,3/6/22,42.52,3/7/22,44.75,3/8/22,42.66,3/9/22,45.27,3/10/22,43.28,3/11/22,42.52,3/10/22,422.52,-0.001845018,-0.017560074,0.052445908,-0.046703911,0.061181435,-0.043958471,-0.017560074,-0.027747539
111,BX,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,115.23,3/2/22,125.34,3/16/22,112.69,3/10/22,113.91,3/11/22,118.44,3/12/22,119.3,3/13/22,109.22,3/14/22,115.1,3/15/22,110.63,3/16/22,112.69,3/15/22,419.77,-0.01145535,0.039768238,0.00726106,-0.084492875,0.053836294,-0.038835795,0.018620627,0.030248859
112,DAVA,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/4/22,111.74,2/25/22,128.03,3/11/22,110.3,3/5/22,109.71,3/6/22,110.3,3/7/22,99.49,3/8/22,99.82,3/9/22,107.59,3/10/22,109.71,3/11/22,110.3,3/10/22,422.52,-0.018167174,0.005377814,-0.09800544,0.003316916,0.077840112,0.019704433,0.005377814,-0.027747539
113,KO,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/4/22,61.46,2/25/22,60.94,3/11/22,57.96,3/5/22,58.48,3/6/22,57.96,3/7/22,62.01,3/8/22,61.45,3/9/22,59.82,3/10/22,58.48,3/11/22,57.96,3/10/22,422.52,-0.048486821,-0.008891929,0.069875776,-0.009030801,-0.026525631,-0.022400535,-0.008891929,-0.027747539
114,HUBS,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/8/22,410.94,3/1/22,526.96,3/15/22,386.68,3/9/22,435.36,3/10/22,433.71,3/11/22,441.59,3/12/22,410.94,3/13/22,435.36,3/14/22,411.76,3/15/22,386.68,3/14/22,420.89,0.059424734,-0.003789967,0.018168822,-0.069408275,0.059424734,-0.054208012,-0.060909268,0.033292026
115,CTSH,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/4/22,87.22,2/25/22,86.29,3/11/22,88.2,3/5/22,88.97,3/6/22,86.81,3/7/22,88.62,3/8/22,85.79,3/9/22,88.97,3/10/22,86.81,3/11/22,88.2,3/10/22,422.52,0.020064205,-0.024277846,0.020850132,-0.031934101,0.037067257,-0.024277846,0.01601198,-0.027747539
116,KO,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/8/22,61.45,3/1/22,62.14,3/15/22,59.08,3/9/22,59.82,3/10/22,58.48,3/11/22,57.96,3/12/22,61.45,3/13/22,59.82,3/14/22,57.97,3/15/22,59.08,3/14/22,420.89,-0.026525631,-0.022400535,-0.008891929,0.060213941,-0.026525631,-0.030926112,0.019147835,0.033292026
117,ETSY,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/7/22,152.99,2/28/22,148.71,3/14/22,120.85,3/8/22,137.47,3/9/22,141.78,3/10/22,143.4,3/11/22,136.62,3/12/22,141.78,3/13/22,120.85,3/14/22,120.85,3/11/22,428.12,-0.101444539,0.031352295,0.011426153,-0.047280335,0.037768994,-0.147623078,0,-0.003846599
118,ABBV,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/8/22,149,3/1/22,147.67,3/15/22,152.26,3/9/22,148.26,3/10/22,148.07,3/11/22,149.34,3/12/22,149.34,3/13/22,148.26,3/14/22,150.73,3/15/22,152.26,3/14/22,420.89,-0.004966443,-0.001281532,0.008577024,0,-0.00723182,0.016659922,0.0101506,0.033292026
119,LOW,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,227.98,3/2/22,220.6,3/16/22,233.13,3/10/22,223,3/11/22,223.9,3/12/22,223.9,3/13/22,223.9,3/14/22,223.98,3/15/22,227.8,3/16/22,233.13,3/15/22,419.77,-0.021844021,0.004035874,0,0,0.000357302,0.017055094,0.023397717,0.030248859
120,TXN,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/31/22,188.13,3/24/22,180.34,4/7/22,176.25,4/1/22,184.43,4/2/22,173.9,4/3/22,173.9,4/4/22,181.55,4/5/22,181.63,4/6/22,175,4/7/22,176.25,4/6/22,446.89,-0.019667251,-0.057094833,0,0.043990799,0.00044065,-0.03650278,0.007142857,-0.030094564
121,MCK,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,276.17,3/2/22,273.4,3/16/22,291.19,3/10/22,273.99,3/11/22,280.15,3/12/22,280.15,3/13/22,305.44,3/14/22,282.81,3/15/22,285,3/16/22,291.19,3/15/22,419.77,-0.007893689,0.022482572,0,0.090273068,-0.074089838,0.007743715,0.021719298,0.030248859
122,MSFT,Pete Sessions,Purchase,1001,Representatives,"$1,001-$15,000",4/15/22,283.44,4/8/22,300.44,4/22/22,281.68,4/16/22,283.02,4/17/22,287.96,4/18/22,278.91,4/19/22,279.38,4/20/22,289.4,4/21/22,288.58,4/22/22,281.68,3/15/22,419.77,-0.001481795,0.017454597,-0.031427976,0.001685131,0.03586513,-0.002833449,-0.023910181,#N/A
123,DAVA,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,109.49,3/8/22,99.82,3/22/22,130.37,3/16/22,116.48,3/17/22,123.23,3/18/22,126.47,3/19/22,116.63,3/20/22,120.3,3/21/22,129.16,3/22/22,130.37,3/21/22,444.34,0.063841447,0.057949863,0.026292299,-0.077805013,0.031467032,0.07364921,0.009368225,0.062343664
124,SPXC,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,48.98,3/8/22,47.93,3/22/22,51.1,3/16/22,49.72,3/17/22,49.84,3/18/22,50.65,3/19/22,45.3,3/20/22,46.58,3/21/22,51.2,3/22/22,51.1,3/21/22,444.34,0.015108207,0.002413516,0.016252006,-0.105626851,0.028256071,0.099184199,-0.001953125,0.062343664
125,MDB,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,292.01,3/8/22,280.04,3/22/22,387.06,3/16/22,311.99,3/17/22,341.71,3/18/22,381.46,3/19/22,403.02,3/20/22,420.57,3/21/22,392.33,3/22/22,387.06,3/21/22,444.34,0.068422314,0.095259463,0.11632671,0.056519688,0.043546226,-0.067146967,-0.01343257,0.062343664
126,TCEHY,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,38.11,3/8/22,49.12,3/22/22,49.85,3/16/22,47.2,3/17/22,48.84,3/18/22,48.07,3/19/22,46.13,3/20/22,46.35,3/21/22,48.32,3/22/22,49.85,3/21/22,444.34,0.238520073,0.034745763,-0.015765766,-0.040357812,0.004769131,0.042502697,0.031663907,0.062343664
127,CVET,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,16.14,3/8/22,17.43,3/22/22,16.84,3/16/22,16.22,3/17/22,16.59,3/18/22,16.77,3/19/22,15.64,3/20/22,16.18,3/21/22,16.77,3/22/22,16.84,3/21/22,444.34,0.004956629,0.022811344,0.01084991,-0.06738223,0.034526854,0.036464771,0.00417412,0.062343664
128,AAPL,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,150.9,3/8/22,158.82,3/22/22,165.51,3/16/22,157.05,3/17/22,158.61,3/18/22,160.51,3/19/22,165.02,3/20/22,168.76,3/21/22,163.51,3/22/22,165.51,3/21/22,444.34,0.040755467,0.009933142,0.011979068,0.028097938,0.02266392,-0.031109268,0.012231668,0.062343664
129,TWKS,Josh Gottheimer,Purchase,1001,Representatives,"$1,001-$15,000",3/15/22,18.88,3/8/22,19,3/22/22,21.21,3/16/22,20.6,3/17/22,21.64,3/18/22,21.65,3/19/22,20.3,3/20/22,20.96,3/21/22,20.79,3/22/22,21.21,3/21/22,444.34,0.091101695,0.050485437,0.000462107,-0.062355658,0.032512315,-0.008110687,0.02020202,0.062343664
130,APD,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,220.03,3/8/22,221.51,3/22/22,235.45,3/16/22,226.37,3/17/22,224.4,3/18/22,228.77,3/19/22,246.15,3/20/22,250.03,3/21/22,237,3/22/22,235.45,3/21/22,444.34,0.028814253,-0.008702567,0.019474153,0.0759715,0.015762746,-0.052113746,-0.006540084,0.062343664
131,TEX,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,38.04,3/8/22,35.41,3/22/22,39.91,3/16/22,38.62,3/17/22,38.6,3/18/22,39.28,3/19/22,34.81,3/20/22,36.78,3/21/22,39.55,3/22/22,39.91,3/21/22,444.34,0.015247108,-0.000517866,0.01761658,-0.113798371,0.056592933,0.07531267,0.009102402,0.062343664
132,PNGAY,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,12.25,3/8/22,13.82,3/22/22,14.77,3/16/22,12.7,3/17/22,13.81,3/18/22,14.02,3/19/22,14,3/20/22,13.99,3/21/22,14.35,3/22/22,14.77,3/21/22,444.34,0.036734694,0.087401575,0.015206372,-0.001426534,-0.000714286,0.025732666,0.029268293,0.062343664
133,PYCR,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,25.46,3/8/22,26.77,3/22/22,29,3/16/22,26.86,3/17/22,27.87,3/18/22,28.55,3/19/22,28.78,3/20/22,29.16,3/21/22,28.65,3/22/22,29,3/21/22,444.34,0.054988217,0.037602383,0.024398995,0.008056042,0.013203614,-0.017489712,0.012216405,0.062343664
134,XNGSY,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,48.7,3/8/22,50,3/22/22,60.51,3/16/22,48.65,3/17/22,50.61,3/18/22,51.8,3/19/22,52.25,3/20/22,53.33,3/21/22,57.51,3/22/22,60.51,3/21/22,444.34,-0.001026694,0.04028777,0.02351314,0.008687259,0.020669856,0.078379899,0.052164841,0.062343664
135,CCXI,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,22.26,3/8/22,23.28,3/22/22,24.27,3/16/22,23.13,3/17/22,24.17,3/18/22,25.07,3/19/22,20.8,3/20/22,21.21,3/21/22,25.53,3/22/22,24.27,3/21/22,444.34,0.039083558,0.044963251,0.037236243,-0.170323095,0.019711538,0.203677511,-0.049353702,0.062343664
136,INTU,Josh Gottheimer,Sale,1001,Representatives,"$1,001-$15,000",3/15/22,427.8,3/8/22,438.43,3/22/22,466.46,3/16/22,445,3/17/22,454.83,3/18/22,475.69,3/19/22,466.3,3/20/22,487.58,3/21/22,473.07,3/22/22,466.46,3/21/22,444.34,0.040205704,0.022089888,0.04586329,-0.019739746,0.045635857,-0.029759219,-0.013972562,0.062343664
