,Ticker,Representative,Transaction,Amount,House,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,next_day,OpenPriceNextDay,next_2_day,OpenPriceNextDay2,next_3_day,OpenPriceNextDay3,next_4_day,OpenPriceNextDay4,next_5_day,OpenPriceNextDay5,next_6_day,OpenPriceNextDay6,next_7_day,OpenPriceNextDay7,next_seven_days_spy,OpenPriceNextSevenDays_spy,Stock_purchase_to_day1_perent_change,Stock_day1_to_day2_perent_change,Stock_day2_to_day3_perent_change,Stock_day3_to_day4_perent_change,Stock_day4_to_day5_perent_change,Stock_day5_to_day6_perent_change,Stock_day6_to_day7_perent_change,SPY_change_purchase_to_7_day
212,ECOM,Tommy Tuberville,Purchase,50001,Senate,"$50,001 - $100,000",3/8/22,16.79,3/1/22,17.77,3/15/22,15.87,3/9/22,17.16,3/10/22,16.9,3/11/22,16.8,3/12/22,16.38,3/13/22,16.31,3/14/22,15.75,3/15/22,15.87,3/14/22,420.89,0.022036927,-0.015151515,-0.00591716,-0.025,-0.004273504,-0.034334764,0.007619048,0.033292026
213,DEO,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,204.91,3/23/22,198.37,4/6/22,208.95,3/31/22,204.11,4/1/22,204.35,4/2/22,177.64,4/3/22,202.54,4/4/22,205.39,4/5/22,207.64,4/6/22,208.95,4/5/22,455.22,-0.003904153,0.001175837,-0.13070712,0.140171133,0.014071295,0.010954769,0.006308996,-0.026871443
214,CE,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,146.33,3/23/22,143.11,4/6/22,141.47,3/31/22,144,4/1/22,145.32,4/2/22,139.38,4/3/22,143.25,4/4/22,143.68,4/5/22,142.92,4/6/22,141.47,4/5/22,455.22,-0.015922914,0.009166667,-0.04087531,0.02776582,0.003001745,-0.005289532,-0.010145536,-0.026871443
215,NDAQ,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,180.96,3/23/22,177.15,4/6/22,180.4,3/31/22,182.6,4/1/22,179.82,4/2/22,168.06,4/3/22,175.31,4/4/22,182.23,4/5/22,181.92,4/6/22,180.4,4/5/22,455.22,0.009062776,-0.015224535,-0.065398732,0.043139355,0.039472934,-0.001701147,-0.008355321,-0.026871443
216,ROK,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,282.96,3/23/22,271.92,4/6/22,272.79,3/31/22,279.98,4/1/22,282.06,4/2/22,264.76,4/3/22,275.64,4/4/22,283.08,4/5/22,281.69,4/6/22,272.79,4/5/22,455.22,-0.010531524,0.007429102,-0.061334468,0.041093821,0.026991728,-0.004910273,-0.031595016,-0.026871443
217,RF,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,23.18,3/23/22,23.16,4/6/22,21.21,3/31/22,22.57,4/1/22,22.74,4/2/22,22.23,4/3/22,23.04,4/4/22,21.39,4/5/22,21.3,4/6/22,21.21,4/5/22,455.22,-0.026315789,0.007532122,-0.022427441,0.036437247,-0.071614583,-0.004207574,-0.004225352,-0.026871443
218,GOOG,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,2857.4,3/23/22,2782.77,4/6/22,2783.23,3/31/22,2848.97,4/1/22,2800.2,4/2/22,2679.99,4/3/22,2835.08,4/4/22,2816.49,4/5/22,2867.99,4/6/22,2783.23,4/5/22,455.22,-0.002950234,-0.017118467,-0.042929076,0.057869619,-0.006557134,0.018285171,-0.029553799,-0.026871443
219,LMST,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,22,3/23/22,21.65,4/6/22,21.17,3/31/22,21.68,4/1/22,20.75,4/2/22,19.7,4/3/22,23.5,4/4/22,20.8,4/5/22,22.2,4/6/22,21.17,4/5/22,455.22,-0.014545455,-0.042896679,-0.05060241,0.192893401,-0.114893617,0.067307692,-0.046396396,-0.026871443
220,SNA,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,209.76,3/23/22,212.07,4/6/22,204.87,3/31/22,208.1,4/1/22,206.78,4/2/22,207.95,4/3/22,207.59,4/4/22,203.04,4/5/22,208.16,4/6/22,204.87,4/5/22,455.22,-0.007913806,-0.006343104,0.005658187,-0.001731185,-0.021918204,0.025216706,-0.01580515,-0.026871443
221,AME,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,135.54,3/23/22,133.93,4/6/22,130.41,3/31/22,135.13,4/1/22,134.21,4/2/22,129.06,4/3/22,132.87,4/4/22,134.67,4/5/22,134,4/6/22,130.41,4/5/22,455.22,-0.003024937,-0.006808259,-0.0383727,0.029521153,0.013547076,-0.004975124,-0.026791045,-0.026871443
222,DHI,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,80.38,3/23/22,82.38,4/6/22,72.53,3/31/22,78.1,4/1/22,75.64,4/2/22,82.88,4/3/22,78.97,4/4/22,76.74,4/5/22,76.25,4/6/22,72.53,4/5/22,455.22,-0.028365265,-0.031498079,0.095716552,-0.047176641,-0.028238572,-0.006385197,-0.048786885,-0.026871443
223,VMW,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,118.69,3/23/22,116.19,4/6/22,113.78,3/31/22,114.51,4/1/22,113.5,4/2/22,114.35,4/3/22,117.86,4/4/22,114.4,4/5/22,115.15,4/6/22,113.78,4/5/22,455.22,-0.035217794,-0.00882019,0.007488987,0.030695234,-0.029356864,0.006555944,-0.011897525,-0.026871443
224,BIO,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,584.04,3/23/22,582.37,4/6/22,567.03,3/31/22,579.27,4/1/22,573.51,4/2/22,548.52,4/3/22,569.7,4/4/22,573.24,4/5/22,566.82,4/6/22,567.03,4/5/22,455.22,-0.008167249,-0.00994355,-0.043573782,0.038612995,0.006213797,-0.011199498,0.000370488,-0.026871443
225,MKSI,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,162.08,3/23/22,150.33,4/6/22,130.76,3/31/22,157.11,4/1/22,151.25,4/2/22,149.22,4/3/22,155.28,4/4/22,142.4,4/5/22,143.53,4/6/22,130.76,4/5/22,455.22,-0.03066387,-0.037298708,-0.013421488,0.040611178,-0.082946935,0.007935393,-0.088970947,-0.026871443
226,WST,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/29/22,414.53,3/22/22,411.08,4/5/22,409.54,3/30/22,413.9,3/31/22,419.18,4/1/22,412.33,4/2/22,410,4/3/22,416.85,4/4/22,416.85,4/5/22,409.54,4/4/22,453.13,-0.001519794,0.012756705,-0.016341429,-0.005650814,0.016707317,0,-0.017536284,-0.031368201
227,GOLD,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/23/22,24.4,3/16/22,23.58,3/30/22,24.65,3/24/22,24.75,3/25/22,24.29,3/26/22,24.3,3/27/22,24.29,3/28/22,24.11,3/29/22,23.74,3/30/22,24.65,3/29/22,460.02,0.014344262,-0.018585859,0.000411692,-0.000411523,-0.007410457,-0.015346329,0.038331929,0.014320557
228,GOLD,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/23/22,24.4,3/16/22,23.58,3/30/22,24.65,3/24/22,24.75,3/25/22,24.29,3/26/22,24.3,3/27/22,24.29,3/28/22,24.11,3/29/22,23.74,3/30/22,24.65,3/29/22,460.02,0.014344262,-0.018585859,0.000411692,-0.000411523,-0.007410457,-0.015346329,0.038331929,0.014320557
229,MSFT,Tommy Tuberville,Sale,15001,Senate,"$15,001 - $50,000",3/22/22,299.8,3/15/22,280.35,3/29/22,313.91,3/23/22,300.51,3/24/22,299.14,3/25/22,305.23,3/26/22,305.23,3/27/22,304.33,3/28/22,304.33,3/29/22,313.91,3/28/22,452.06,0.002368245,-0.004558917,0.020358361,0,-0.002948596,0,0.031478987,0.026981564
230,NU,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/22/22,7.64,3/15/22,6.02,3/29/22,8.17,3/23/22,7.97,3/24/22,7.94,3/25/22,8.16,3/26/22,8.16,3/27/22,7.92,3/28/22,7.92,3/29/22,8.17,3/28/22,452.06,0.043193717,-0.003764115,0.027707809,0,-0.029411765,0,0.031565657,0.026981564
231,RMD,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,246.27,3/23/22,251.98,4/6/22,243.98,3/31/22,243.95,4/1/22,244.19,4/2/22,242.64,4/3/22,242.64,4/4/22,246.6,4/5/22,245.44,4/6/22,243.98,4/5/22,455.22,-0.009420555,0.000983808,-0.006347516,0,0.016320475,-0.004703974,-0.005948501,-0.026871443
232,CDNS,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,165.01,3/23/22,158.92,4/6/22,160.62,3/31/22,164.55,4/1/22,165,4/2/22,162.81,4/3/22,162.81,4/4/22,165.95,4/5/22,167.37,4/6/22,160.62,4/5/22,455.22,-0.00278771,0.002734731,-0.013272727,0,0.019286285,0.008556794,-0.040329808,-0.026871443
233,MMC,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,171.63,3/23/22,162.45,4/6/22,169.49,3/31/22,172.91,4/1/22,171.51,4/2/22,164.5,4/3/22,164.5,4/4/22,171.25,4/5/22,170.39,4/6/22,169.49,4/5/22,455.22,0.007457904,-0.008096698,-0.040872252,0,0.041033435,-0.005021898,-0.005282,-0.026871443
234,SPGI,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,416.39,3/23/22,411.66,4/6/22,407.53,3/31/22,422.5,4/1/22,409.98,4/2/22,408.95,4/3/22,408.95,4/4/22,409.97,4/5/22,411.93,4/6/22,407.53,4/5/22,455.22,0.014673743,-0.029633136,-0.002512318,0,0.002494192,0.004780838,-0.010681426,-0.026871443
235,VEEV,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,212.92,3/23/22,196.09,4/6/22,208.33,3/31/22,214.96,4/1/22,211.6,4/2/22,198.9,4/3/22,198.9,4/4/22,216.7,4/5/22,216.75,4/6/22,208.33,4/5/22,455.22,0.009581063,-0.015630815,-0.060018904,0,0.089492207,0.000230734,-0.038846597,-0.026871443
236,CABO,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,1550.11,3/23/22,1518.31,4/6/22,1499.75,3/31/22,1556.41,4/1/22,1457.18,4/2/22,1479.65,4/3/22,1479.65,4/4/22,1500.78,4/5/22,1485.71,4/6/22,1499.75,4/5/22,455.22,0.004064228,-0.063755694,0.015420195,0,0.014280404,-0.010041445,0.009450027,-0.026871443
237,CP,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,82.5,3/23/22,81.42,4/6/22,77.55,3/31/22,83.31,4/1/22,83.02,4/2/22,82.34,4/3/22,82.34,4/4/22,78.35,4/5/22,79.02,4/6/22,77.55,4/5/22,455.22,0.009818182,-0.003480975,-0.008190797,0,-0.048457615,0.008551372,-0.018602885,-0.026871443
238,CFG,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,48.46,3/23/22,49.45,4/6/22,42.58,3/31/22,46.52,4/1/22,45.79,4/2/22,48.54,4/3/22,48.54,4/4/22,43.79,4/5/22,42.89,4/6/22,42.58,4/5/22,455.22,-0.040033017,-0.015692175,0.060056781,0,-0.097857437,-0.020552638,-0.007227792,-0.026871443
239,REGN,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,700.05,3/23/22,693.04,4/6/22,692,3/31/22,695.77,4/1/22,701.82,4/2/22,679.9,4/3/22,679.9,4/4/22,700,4/5/22,697.02,4/6/22,692,4/5/22,455.22,-0.006113849,0.008695402,-0.03123308,0,0.029563171,-0.004257143,-0.007202089,-0.026871443
240,NU,Tommy Tuberville,Purchase,15001,Senate,"$15,001 - $50,000",3/21/22,7.96,3/14/22,6.5,3/28/22,7.92,3/22/22,7.64,3/23/22,7.97,3/24/22,7.94,3/25/22,8.16,3/26/22,8.12,3/27/22,8.11,3/28/22,7.92,3/25/22,451.16,-0.040201005,0.043193717,-0.003764115,0.027707809,-0.004901961,-0.001231527,-0.023427867,0.036008462
241,NFLX,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,389.55,3/23/22,379.77,4/6/22,374.15,3/31/22,383.59,4/1/22,376.8,4/2/22,379.76,4/3/22,377.07,4/4/22,373.55,4/5/22,389.3,4/6/22,374.15,4/5/22,455.22,-0.015299705,-0.017701191,0.007855626,-0.007083421,-0.009335137,0.04216303,-0.038916003,-0.026871443
242,BKE,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,36.34,3/23/22,37.24,4/6/22,32.82,3/31/22,34.36,4/1/22,33.22,4/2/22,36.57,4/3/22,36,4/4/22,32.07,4/5/22,32.78,4/6/22,32.82,4/5/22,455.22,-0.054485416,-0.033178114,0.100842866,-0.015586546,-0.109166667,0.022139071,0.001220256,-0.026871443
243,SIVB,Tommy Tuberville,Sale,1001,Senate,"$1,001 - $15,000",3/30/22,592.37,3/23/22,579.69,4/6/22,519.89,3/31/22,566.22,4/1/22,562.04,4/2/22,577.99,4/3/22,577.78,4/4/22,549.17,4/5/22,545.23,4/6/22,519.89,4/5/22,455.22,-0.044144707,-0.00738229,0.028378763,-0.000363328,-0.049517117,-0.007174463,-0.046475799,-0.026871443
244,FGBI,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,24.3,3/23/22,23.46,4/6/22,23.94,3/31/22,24.09,4/1/22,24.25,4/2/22,23.9,4/3/22,24.15,4/4/22,23.95,4/5/22,23.94,4/6/22,23.94,4/5/22,455.22,-0.008641975,0.00664176,-0.01443299,0.010460251,-0.008281573,-0.000417537,0,-0.026871443
245,GFI,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,15.33,3/23/22,15.92,4/6/22,14.79,3/31/22,15.53,4/1/22,15.31,4/2/22,16.53,4/3/22,15.63,4/4/22,15.79,4/5/22,15.08,4/6/22,14.79,4/5/22,455.22,0.013046314,-0.01416613,0.079686479,-0.054446461,0.010236724,-0.044965168,-0.019230769,-0.026871443
246,TMO,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,592.53,3/23/22,581.6,4/6/22,579.17,3/31/22,592.33,4/1/22,592.22,4/2/22,574.14,4/3/22,577.88,4/4/22,591.27,4/5/22,584.87,4/6/22,579.17,4/5/22,455.22,-0.000337536,-0.000185707,-0.030529195,0.006514091,0.023170901,-0.010824158,-0.009745755,-0.026871443
247,IT,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,304.83,3/23/22,297.72,4/6/22,293.08,3/31/22,303.15,4/1/22,299.39,4/2/22,292.21,4/3/22,295.35,4/4/22,300,4/5/22,300.01,4/6/22,293.08,4/5/22,455.22,-0.005511269,-0.012403101,-0.023982097,0.010745697,0.015744033,3.33E-05,-0.02309923,-0.026871443
248,MRK,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,81.84,3/23/22,79.3,4/6/22,84.36,3/31/22,82.9,4/1/22,82.19,4/2/22,80.04,4/3/22,80.59,4/4/22,83.5,4/5/22,83.66,4/6/22,84.36,4/5/22,455.22,0.012952102,-0.008564536,-0.0261589,0.006871564,0.036108698,0.001916168,0.008367201,-0.026871443
249,BMO,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,119.61,3/23/22,118.4,4/6/22,117.91,3/31/22,118.42,4/1/22,118.65,4/2/22,118.21,4/3/22,118.93,4/4/22,117.01,4/5/22,117.76,4/6/22,117.91,4/5/22,455.22,-0.009949001,0.001942239,-0.003708386,0.006090855,-0.01614395,0.006409709,0.001273777,-0.026871443
250,HON,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,197.12,3/23/22,194.44,4/6/22,191.92,3/31/22,196.67,4/1/22,195.9,4/2/22,193.18,4/3/22,195.35,4/4/22,195.33,4/5/22,194.64,4/6/22,191.92,4/5/22,455.22,-0.002282873,-0.003915188,-0.013884635,0.011233047,-0.00010238,-0.003532483,-0.013974517,-0.026871443
251,FITB,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,45.91,3/23/22,46.9,4/6/22,41.06,3/31/22,44.16,4/1/22,43.69,4/2/22,46.06,4/3/22,46.03,4/4/22,41.51,4/5/22,41.39,4/6/22,41.06,4/5/22,455.22,-0.038118057,-0.010643116,0.054245823,-0.000651324,-0.098196828,-0.00289087,-0.00797294,-0.026871443
252,ABBV,Tommy Tuberville,Purchase,1001,Senate,"$1,001 - $15,000",3/30/22,161.72,3/23/22,160.01,4/6/22,164.49,3/31/22,162.93,4/1/22,162.15,4/2/22,159.22,4/3/22,160.55,4/4/22,162.5,4/5/22,161.89,4/6/22,164.49,4/5/22,455.22,0.007482068,-0.004787332,-0.018069689,0.008353222,0.012145749,-0.003753846,0.016060288,-0.026871443
253,HD,Lloyd Doggett,Purchase,1001,Representatives,"$1,001-$15,000",3/24/22,317.15,3/17/22,329.14,3/31/22,306.21,3/25/22,318.48,3/26/22,300.5,3/27/22,317.15,3/28/22,311,3/29/22,316.91,3/30/22,313.11,3/31/22,306.21,3/30/22,460.34,0.004193599,-0.056455664,0.055407654,-0.019391455,0.019003215,-0.011990786,-0.022036984,0.016123245
254,PPG,Lloyd Doggett,Purchase,1001,Representatives,"$1,001-$15,000",3/11/22,121.63,3/4/22,125.9,3/18/22,129.23,3/12/22,129.22,3/13/22,132.86,3/14/22,121.97,3/15/22,122.33,3/16/22,124.7,3/17/22,125.48,3/18/22,129.23,3/17/22,433.59,0.062402368,0.028169014,-0.081965979,0.002951545,0.019373825,0.006255012,0.029885241,0.04143698
255,IBM,Lloyd Doggett,Purchase,1001,Representatives,"$1,001-$15,000",3/10/22,125.75,3/3/22,124.96,3/17/22,127.1,3/11/22,125,3/12/22,129.66,3/13/22,124.45,3/14/22,124.45,3/15/22,124,3/16/22,126.5,3/17/22,127.1,3/16/22,429.89,-0.005964215,0.03728,-0.040182014,0,-0.00361591,0.02016129,0.004743083,0.051642526
256,EQIX,Kathy Manning,Sale,1001,Representatives,"$1,001-$15,000",3/31/22,758.06,3/24/22,708.92,4/7/22,764.74,4/1/22,741.73,4/2/22,741.73,4/3/22,698.74,4/4/22,761.66,4/5/22,758.56,4/6/22,758.45,4/7/22,764.74,4/6/22,446.89,-0.02154183,0,-0.057959096,0.0900478,-0.004070058,-0.000145012,0.00829323,-0.030094564
257,NOW,Kathy Manning,Purchase,1001,Representatives,"$1,001-$15,000",3/8/22,510,3/1/22,583.82,3/15/22,500.18,3/9/22,536.46,3/10/22,548.58,3/11/22,542.64,3/12/22,548,3/13/22,570,3/14/22,514.96,3/15/22,500.18,3/14/22,420.89,0.051882353,0.022592551,-0.010827956,0.009877635,0.040145985,-0.096561404,-0.028701258,0.033292026
258,CME,Kathy Manning,Sale,1001,Representatives,"$1,001-$15,000",3/3/22,238.38,2/24/22,229.59,3/10/22,227.22,3/4/22,239.14,3/5/22,227.22,3/6/22,229.4,3/7/22,243.77,3/8/22,235.27,3/9/22,225.25,3/10/22,227.22,3/9/22,425.14,0.003188187,-0.049845279,0.009594226,0.062641674,-0.034868934,-0.042589365,0.008745838,-0.044452517
259,PYPL,Kathy Manning,Sale,50001,Representatives,"$50,001-$100,000",3/3/22,107.66,2/24/22,94.74,3/10/22,99.05,3/4/22,100.24,3/5/22,99.05,3/6/22,99.75,3/7/22,99.57,3/8/22,93.04,3/9/22,98.12,3/10/22,99.05,3/9/22,425.14,-0.068920676,-0.011871508,0.007067138,-0.001804511,-0.065582003,0.054600172,0.00947819,-0.044452517
260,ASML,Kathy Manning,Purchase,15001,Representatives,"$15,001-$50,000",3/3/22,652.02,2/24/22,600.29,3/10/22,599.54,3/4/22,603.7,3/5/22,599.54,3/6/22,614,3/7/22,617.39,3/8/22,574.08,3/9/22,609.15,3/10/22,599.54,3/9/22,425.14,-0.074108156,-0.00689084,0.024118491,0.005521173,-0.070150148,0.061089047,-0.015776081,-0.044452517
261,YUMC,David E. Price,Sale,1001,Representatives,"$1,001-$15,000",3/17/22,43.1,3/10/22,45.91,3/24/22,43.49,3/18/22,43.06,3/19/22,45.91,3/20/22,45.19,3/21/22,43.4,3/22/22,43.37,3/23/22,44.54,3/24/22,43.49,3/23/22,446.91,-0.000928074,0.066186716,-0.015682858,-0.039610533,-0.000691244,0.026977173,-0.023574315,0.042597846
262,KMB,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",2/21/22,121.55,2/14/22,132.33,2/28/22,130.51,2/22/22,133.37,2/23/22,133.43,2/24/22,131.34,2/25/22,129.32,2/26/22,121.52,2/27/22,123.2,2/28/22,130.51,3/23/22,446.91,0.097243933,0.000449876,-0.015663644,-0.01537993,-0.060315496,0.013824885,0.059334416,0.000324157
263,KMB,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",2/22/22,133.37,2/15/22,132.69,3/1/22,129.71,2/23/22,133.43,2/24/22,131.34,2/25/22,129.32,2/26/22,129.32,2/27/22,121.52,2/28/22,130.51,3/1/22,129.71,2/28/22,432.03,0.000449876,-0.015663644,-0.01537993,0,-0.060315496,0.073979592,-0.006129798,0.01986617
264,MDT,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",2/22/22,100.45,2/15/22,103.37,3/1/22,104.6,2/23/22,104.24,2/24/22,100.97,2/25/22,103.63,2/26/22,103.63,2/27/22,109.02,2/28/22,104.33,3/1/22,104.6,2/28/22,432.03,0.037730214,-0.031369916,0.026344459,0,0.052011966,-0.043019629,0.002587942,0.01986617
265,BLK,Lois Frankel,Purchase,1001,Representatives,"$1,001-$15,000",3/2/22,720,2/23/22,751,3/9/22,686.95,3/3/22,746.97,3/4/22,722,3/5/22,736.05,3/6/22,736.05,3/7/22,696,3/8/22,675,3/9/22,686.95,3/8/22,419.62,0.037458333,-0.033428384,0.019459834,0,-0.054412064,-0.030172414,0.017703704,-0.009829544
266,MCK,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",3/2/22,273.4,2/23/22,270.91,3/9/22,276.17,3/3/22,275.71,3/4/22,273.89,3/5/22,269.1,3/6/22,269.1,3/7/22,279.59,3/8/22,277.26,3/9/22,276.17,3/8/22,419.62,0.008449159,-0.006601139,-0.017488773,0,0.038981791,-0.008333631,-0.003931328,-0.009829544
267,PFE,Lois Frankel,Purchase,1001,Representatives,"$1,001-$15,000",2/22/22,47.54,2/15/22,49.8,3/1/22,46.69,2/23/22,47.59,2/24/22,45.86,2/25/22,45.81,2/26/22,45.81,2/27/22,48.25,2/28/22,46.82,3/1/22,46.69,2/28/22,432.03,0.001051746,-0.036352175,-0.001090275,0,0.05326348,-0.029637306,-0.002776591,0.01986617
268,ACN,Lois Frankel,Purchase,1001,Representatives,"$1,001-$15,000",2/22/22,320.01,2/15/22,332.72,3/1/22,317,2/23/22,322.77,2/24/22,302.35,2/25/22,317.33,2/26/22,317.33,2/27/22,313.18,2/28/22,318.69,3/1/22,317,2/28/22,432.03,0.00862473,-0.063264864,0.049545229,0,-0.013077868,0.017593716,-0.005302959,0.01986617
269,IAA,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",3/8/22,32.16,3/1/22,36.73,3/15/22,36.78,3/9/22,33.36,3/10/22,33.91,3/11/22,35.43,3/12/22,35.6,3/13/22,35.51,3/14/22,35.76,3/15/22,36.78,3/14/22,420.89,0.037313433,0.016486811,0.044824536,0.004798194,-0.00252809,0.00704027,0.02852349,0.033292026
270,TXN,Lois Frankel,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,172.6,3/2/22,168.49,3/16/22,173.76,3/10/22,169.48,3/11/22,173.9,3/12/22,173.9,3/13/22,169.73,3/14/22,169.96,3/15/22,168.58,3/16/22,173.76,3/15/22,419.77,-0.018076477,0.026079773,0,-0.023979298,0.001355093,-0.008119558,0.030727251,0.030248859
271,SEDG,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",3/8/22,303.64,3/1/22,315,3/15/22,298.08,3/9/22,321.2,3/10/22,324.1,3/11/22,322.05,3/12/22,271.18,3/13/22,309.26,3/14/22,309.26,3/15/22,298.08,3/14/22,420.89,0.057831643,0.009028643,-0.006325208,-0.157956839,0.140423335,0,-0.036150812,0.033292026
272,MCK,Lois Frankel,Purchase,1001,Representatives,"$1,001-$15,000",3/8/22,277.26,3/1/22,274.74,3/15/22,285,3/9/22,276.17,3/10/22,273.99,3/11/22,280.15,3/12/22,269.1,3/13/22,282.81,3/14/22,282.81,3/15/22,285,3/14/22,420.89,-0.003931328,-0.007893689,0.022482572,-0.039443155,0.050947603,0,0.007743715,0.033292026
273,SO,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",3/9/22,68.27,3/2/22,64.14,3/16/22,68.44,3/10/22,67.01,3/11/22,68.33,3/12/22,68.33,3/13/22,63.52,3/14/22,68.94,3/15/22,69.39,3/16/22,68.44,3/15/22,419.77,-0.01845613,0.019698552,0,-0.070393678,0.085327456,0.006527415,-0.013690734,0.030248859
274,NOC,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",3/9/22,441.52,3/2/22,451.77,3/16/22,430.42,3/10/22,450.49,3/11/22,447.68,3/12/22,447.68,3/13/22,393.34,3/14/22,439.3,3/15/22,443.54,3/16/22,430.42,3/15/22,419.77,0.02031618,-0.006237652,0,-0.121381344,0.116845477,0.009651719,-0.029580196,0.030248859
275,MAR,Lois Frankel,Purchase,1001,Representatives,"$1,001-$15,000",3/9/22,158.2,3/2/22,167.58,3/16/22,168.19,3/10/22,156.55,3/11/22,164.35,3/12/22,164.35,3/13/22,170.53,3/14/22,162.27,3/15/22,163.93,3/16/22,168.19,3/15/22,419.77,-0.010429836,0.049824337,0,0.037602677,-0.048437225,0.010229864,0.025986702,0.030248859
276,GNR,Thomas R. Carper,Purchase,1001,Senate,"$1,001 - $15,000",3/7/22,59.99,2/28/22,57.94,3/14/22,59.5,3/8/22,59.69,3/9/22,58.91,3/10/22,59.3,3/11/22,60.25,3/12/22,59.5,3/13/22,57.71,3/14/22,59.5,3/11/22,428.12,-0.005000833,-0.013067515,0.006620268,0.016020236,-0.012448133,-0.030084034,0.031017155,-0.003846599
277,KWEB,Thomas R. Carper,Sale,1001,Senate,"$1,001 - $15,000",3/17/22,28.86,3/10/22,27.57,3/24/22,30.6,3/18/22,28.78,3/19/22,29.13,3/20/22,27.57,3/21/22,29.5,3/22/22,30.58,3/23/22,30.48,3/24/22,30.6,3/23/22,446.91,-0.002772003,0.012161223,-0.053553038,0.070003627,0.036610169,-0.003270111,0.003937008,0.042597846
278,SH,Thomas R. Carper,Purchase,1001,Senate,"$1,001 - $15,000",3/15/22,15.24,3/8/22,15.26,3/22/22,14.3,3/16/22,14.87,3/17/22,14.74,3/18/22,14.56,3/19/22,14.33,3/20/22,14.3,3/21/22,14.33,3/22/22,14.3,3/21/22,444.34,-0.024278215,-0.008742434,-0.012211669,-0.015796703,-0.00209351,0.002097902,-0.00209351,0.062343664
279,PSQ,Thomas R. Carper,Purchase,1001,Senate,"$1,001 - $15,000",3/15/22,13.15,3/8/22,13.03,3/22/22,11.97,3/16/22,12.66,3/17/22,12.42,3/18/22,12.27,3/19/22,11.98,3/20/22,11.97,3/21/22,11.98,3/22/22,11.97,3/21/22,444.34,-0.037262357,-0.018957346,-0.012077295,-0.023634882,-0.000834725,0.000835422,-0.000834725,0.062343664
